doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.3389/fmars.2020.00545,publisher;repository,True,Editorial: Zooplankton and Nekton: Gatekeepers of the Biological Pump,2020-07-15,2020.0,journal-article,True,2296-7745,Frontiers in Marine Science,Frontiers Media SA,HAL;oceanrep.geomar.de;ueaeprints.uea.ac.uk;zenodo.org,Biology (fond.)
10.1016/j.wasman.2020.06.024,publisher;repository,True,Rapid on site assessment of a compost chemical stability parameter by UV and fluorescence spectroscopy coupled with mathematical treatment,2020-07-01,2020.0,journal-article,False,0956-053X,Waste Management,Elsevier BV,HAL,unknown
10.1016/j.scitotenv.2020.138456,repository,True,Why do mesophotic coral ecosystems have to be protected?,2020-07-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,HAL,unknown
10.1016/j.jcis.2020.03.105,closed,False,"Influence of Sr-doping on structural, optical and photocatalytic properties of synthesized Ca3(PO4)2",2020-07-01,2020.0,journal-article,False,0021-9797,Journal of Colloid and Interface Science,Elsevier BV,,Chemistry
10.1080/10790268.2020.1778352,closed,False,Predicting manual wheelchair initiation movement with EMG activity during over ground propulsion,2020-07-09,2020.0,journal-article,False,"1079-0268,2045-7723",The Journal of Spinal Cord Medicine,Informa UK Limited,,Medical research
10.1007/s00220-020-03795-0,repository,True,Limiting Entry and Return Times Distribution for Arbitrary Null Sets,2020-07-06,2020.0,journal-article,False,"0010-3616,1432-0916",Communications in Mathematical Physics,Springer Science and Business Media LLC,HAL;arxiv.org,unknown
10.5194/bg-17-3343-2020,publisher;repository,True,Profiling float observation of thermohaline staircases in the western Mediterranean Sea and impact on nutrient fluxes,2020-07-02,2020.0,journal-article,True,1726-4189,Biogeosciences,Copernicus GmbH,HAL;archimer.ifremer.fr,unknown
10.1175/jas-d-19-0274.1,closed,False,On the Relationship between the TKE Dissipation Rate and the Temperature Structure Function Parameter in the Convective Boundary Layer,2020-07-01,2020.0,journal-article,False,"0022-4928,1520-0469",Journal of the Atmospheric Sciences,American Meteorological Society,,unknown
10.1016/j.erap.2020.100550,closed,False,"Personal values and unsanctioned aggression inherent in contact sports: The role of self-regulatory mechanisms, aggressiveness, and demographic variables",2020-07-01,2020.0,journal-article,False,1162-9088,European Review of Applied Psychology,Elsevier BV,,Medical research
10.1332/175795920x15789023267726,closed,False,Nutritional lifestyle patterns and cancer: confounding effect of social determinants across the life course in women from the 1958 British birth cohort study,2020-07-01,2020.0,journal-article,False,1757-9597,Longitudinal and Life Course Studies,Bristol University Press,,Biology (fond.)
10.1142/s021820252050030x,closed,False,On weak solutions to a dissipative Baer–Nunziato-type system for a mixture of two compressible heat conducting gases,2020-07-01,2020.0,journal-article,False,"0218-2025,1793-6314",Mathematical Models and Methods in Applied Sciences,World Scientific Pub Co Pte Lt,,unknown
10.3390/jmse8070534,publisher;repository,True,"Field Measurements of a High-Energy Headland Deflection Rip Current: Tidal Modulation, Very Low Frequency Pulsation and Vertical Structure",2020-07-18,2020.0,journal-article,True,2077-1312,Journal of Marine Science and Engineering,MDPI AG,HAL,unknown
10.3390/ma13143092,publisher;repository,True,Direct Observations of the Structural Properties of Semiconducting Polymer: Fullerene Blends under Tensile Stretching,2020-07-10,2020.0,journal-article,True,1996-1944,Materials,MDPI AG,HAL;www.ncbi.nlm.nih.gov,unknown
10.1109/tns.2020.2994435,closed,False,On-Chip Total Ionizing Dose Digital Monitor in Fully Depleted SOI Technologies,2020-07-01,2020.0,journal-article,False,"0018-9499,1558-1578",IEEE Transactions on Nuclear Science,Institute of Electrical and Electronics Engineers (IEEE),,Engineering
10.1109/tns.2020.2971611,repository,True,Atmospheric Neutron Radiation Response of III–V Binary Compound Semiconductors,2020-07-01,2020.0,journal-article,False,"0018-9499,1558-1578",IEEE Transactions on Nuclear Science,Institute of Electrical and Electronics Engineers (IEEE),HAL,Engineering
10.3390/rs12132072,publisher;repository,True,Mapping Benthic Habitats by Extending Non-Negative Matrix Factorization to Address the Water Column and Seabed Adjacency Effects,2020-06-27,2020.0,journal-article,True,2072-4292,Remote Sensing,MDPI AG,HAL,unknown
10.1002/rra.3552,repository,True,Nutrient budgets in the Saigon–Dongnai River basin: Past to future inputs from the developing Ho Chi Minh megacity (Vietnam),2020-01-11,2020.0,journal-article,False,"1535-1459,1535-1467",River Research and Applications,Wiley,HAL,Biology (fond.)
10.1007/s00248-019-01479-4,closed,False,INT Toxicity over Natural Bacterial Assemblages from Surface Oligotrophic Waters: Implications for the Assessment of Respiratory Activity,2020-01-08,2020.0,journal-article,False,"0095-3628,1432-184X",Microbial Ecology,Springer Science and Business Media LLC,,Biology (fond.)
10.1088/2053-1583/ab93e3,repository,True,Magnetoelastic interaction in the two-dimensional magnetic material MnPS3 studied by first principles calculations and Raman experiments,2020-06-18,2020.0,journal-article,False,2053-1583,2D Materials,IOP Publishing,HAL;arxiv.org,unknown
10.1016/j.tins.2020.04.008,publisher;repository,True,"Transitions in Brain Evolution: Space, Time and Entropy",2020-07-01,2020.0,journal-article,False,0166-2236,Trends in Neurosciences,Elsevier BV,discovery.ucl.ac.uk;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1016/j.patrec.2020.04.007,repository,True,Rubik Gaussian-based patterns for dynamic texture classification,2020-07-01,2020.0,journal-article,False,0167-8655,Pattern Recognition Letters,Elsevier BV,HAL,unknown
10.1016/j.jretconser.2020.102132,closed,False,Brand preference in the face of control loss and service failure: The role of the sound of brands,2020-07-01,2020.0,journal-article,False,0969-6989,Journal of Retailing and Consumer Services,Elsevier BV,,Biology (fond.)
10.1016/j.marpolbul.2020.111196,repository,True,"Long-term monitoring emphasizes impacts of the dredging on dissolved Cu and Pb contamination along with ultraplankton distribution and structure in Toulon Bay (NW Mediterranean Sea, France)",2020-07-01,2020.0,journal-article,False,0025-326X,Marine Pollution Bulletin,Elsevier BV,HAL,Biology (fond.)
10.1016/j.matlet.2020.127725,closed,False,Revisiting the pressure effect on carbon migration in iron,2020-07-01,2020.0,journal-article,False,0167-577X,Materials Letters,Elsevier BV,,unknown
10.1080/14782804.2020.1785849,closed,False,From UKIP to the Brexit party: the politicization of European integration and disruptive impact on national and European arenas,2020-06-26,2020.0,journal-article,False,"1478-2804,1478-2790",Journal of Contemporary European Studies,Informa UK Limited,,Social sciences
10.1051/meca/2020035,closed,False,Kinematic SAMI : a new real-time multi-sensor data assimilation strategy for nonlinear modal identification,2020-01-01,2020.0,journal-article,False,"2257-7777,2257-7750",Mechanics & Industry,EDP Sciences,,Engineering
10.1016/j.scitotenv.2020.137815,repository,True,Humic-like acids from hydrochars: Study of the metal complexation properties compared with humic acids from anthropogenic soils using PARAFAC and time-resolved fluorescence,2020-06-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,HAL,unknown
10.3389/fmars.2020.00387,publisher;repository,True,"The Strange Case of Tough White Seabream (Diplodus sargus, Teleostei: Sparidae): A First Approach to the Extent of the Phenomenon in the Mediterranean",2020-06-19,2020.0,journal-article,True,2296-7745,Frontiers in Marine Science,Frontiers Media SA,digital.csic.es;dugi-doc.udg.edu;orbi.uliege.be,Biology (fond.)
10.1109/jsen.2020.2976531,closed,False,Low-Pass NGD Voice Signal Sensoring With Passive Circuit,2020-06-15,2020.0,journal-article,False,"1530-437X,1558-1748,2379-9153",IEEE Sensors Journal,Institute of Electrical and Electronics Engineers (IEEE),,unknown
10.1016/j.energy.2020.117657,closed,False,Harmonic oscillator tank: A new method for leakage and energy reduction in a water distribution network with pressure driven demand,2020-06-01,2020.0,journal-article,False,0360-5442,Energy,Elsevier BV,,unknown
10.1016/j.scitotenv.2020.137784,closed,False,Evaluation of diffusive gradients in thin films (DGT) technique for speciation of trace metals in estuarine waters - A multimethodological approach,2020-06-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,,unknown
10.1016/j.jenvman.2020.110492,repository,True,Physico-chemical and spectroscopic quality assessment of compost from date palm (Phoenix dactylifera L.) waste valorization,2020-06-01,2020.0,journal-article,False,0301-4797,Journal of Environmental Management,Elsevier BV,HAL,Biology (fond.)
10.1186/s13690-020-00432-z,publisher;repository,True,How to deal with COVID-19 epidemic-related lockdown physical inactivity and sedentary increase in youth? Adaptation of Anses’ benchmarks,2020-06-03,2020.0,journal-article,True,2049-3258,Archives of Public Health,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1007/s00170-020-05533-1,publisher,True,Correction to: A heuristic-based non-linear mixed integer approach for optimizing modularity and integrability in a sustainable reconfigurable manufacturing environment,2020-06-01,2020.0,journal-article,False,"0268-3768,1433-3015",The International Journal of Advanced Manufacturing Technology,Springer Science and Business Media LLC,,Engineering
10.2112/jcr-si101-065.1,repository,True,What on Earth?!,2020-08-26,2020.0,journal-article,False,0749-0208,Journal of Coastal Research,Coastal Education and Research Foundation,HAL,unknown
10.1215/0041462x-8536176,closed,False,"Mademoiselle from Malibu: Eighteenth-Century Pastoral Romance, H-Bombs, and the Collaborative, Intertextual Gidget",2020-06-01,2020.0,journal-article,False,"0041-462X,2325-8101",Twentieth-Century Literature,Duke University Press,,Humanities
10.1093/femsec/fiaa048,repository,True,Impacts of copper and lead exposure on prokaryotic communities from contaminated contrasted coastal seawaters: the influence of previous metal exposure,2020-03-19,2020.0,journal-article,False,"0168-6496,1574-6941",FEMS Microbiology Ecology,Oxford University Press (OUP),HAL,Biology (fond.)
10.3390/ijms21114066,publisher;repository,True,"Hyperuricemia and Hypertension, Coronary Artery Disease, Kidney Disease: From Concept to Practice",2020-06-06,2020.0,journal-article,True,1422-0067,International Journal of Molecular Sciences,MDPI AG,HAL;www.ncbi.nlm.nih.gov,Medical research
10.1557/mrc.2020.29,closed,False,Electrochemical molecularly imprinted polymers in microelectrode devices,2020-06-01,2020.0,journal-article,False,"2159-6859,2159-6867",MRS Communications,Springer Science and Business Media LLC,,Chemistry
10.1123/japa.2019-0190,repository,True,Nutrition for Master Athletes: Is There a Need for Specific Recommendations?,2020-06-01,2020.0,journal-article,False,"1063-8652,1543-267X",Journal of Aging and Physical Activity,Human Kinetics,researchonline.ljmu.ac.uk,Biology (fond.)
10.1103/physreva.101.063604,repository,True,Full counting statistics of the momentum occupation numbers of the Tonks-Girardeau gas,2020-06-01,2020.0,journal-article,False,"2469-9926,2469-9934",Physical Review A,American Physical Society (APS),arxiv.org,unknown
10.1049/iet-cvi.2019.0455,repository,True,Directional dense‐trajectory‐based patterns for dynamic texture recognition,2020-04-15,2020.0,journal-article,False,"1751-9640,1751-9640",IET Computer Vision,Institution of Engineering and Technology (IET),HAL,unknown
10.1007/s13389-019-00221-7,repository,True,Efficient modular operations using the adapted modular number system,2020-01-06,2020.0,journal-article,False,"2190-8508,2190-8516",Journal of Cryptographic Engineering,Springer Science and Business Media LLC,HAL,unknown
10.1016/j.encep.2020.04.011,publisher;repository,True,N’oublions pas le moral des « troupes » ! La santé mentale des soignants et l’impact psychiatrique de la pandémie de COVID-19,2020-06-01,2020.0,journal-article,False,0013-7006,L'Encéphale,Elsevier BV,europepmc.org;www.ncbi.nlm.nih.gov,Medical research
10.1080/00207543.2020.1766719,closed,False,Towards a sustainable reconfigurable manufacturing system (SRMS): multi-objective based approaches for process plan generation problem,2020-05-29,2020.0,journal-article,False,"0020-7543,1366-588X",International Journal of Production Research,Informa UK Limited,,unknown
10.1088/1751-8121/ab8245,repository,True,Quantum simulation of quantum relativistic diffusion via quantum walks,2020-05-01,2020.0,journal-article,False,"1751-8113,1751-8121",Journal of Physics A: Mathematical and Theoretical,IOP Publishing,arxiv.org,unknown
10.5194/npg-27-277-2020,publisher;repository,True,Effects of upwelling duration and phytoplankton growth regime on dissolved-oxygen levels in an idealized Iberian Peninsula upwelling system,2020-05-19,2020.0,journal-article,True,1607-7946,Nonlinear Processes in Geophysics,Copernicus GmbH,HAL;archimer.ifremer.fr,unknown
10.1002/pssr.202000176,repository,True,Long‐Standing Optically Excited Magnetic States in ZnO Nanoparticles,2020-05-19,2020.0,journal-article,False,"1862-6254,1862-6270",physica status solidi (RRL) – Rapid Research Letters,Wiley,HAL,unknown
10.1039/d0ra01573c,publisher,True,Thickness effect on VOC sensing properties of sprayed In2S3 films,2020-01-01,2020.0,journal-article,True,2046-2069,RSC Advances,Royal Society of Chemistry (RSC),,Chemistry
10.1080/08927014.2020.1762868,closed,False,Amphiphilic hydrolyzable polydimethylsiloxane-b-poly(ethyleneglycol methacrylate-co-trialkylsilyl methacrylate) block copolymers for marine coatings. II. Antifouling laboratory tests and field trials,2020-04-20,2020.0,journal-article,False,"0892-7014,1029-2454",Biofouling,Informa UK Limited,,Chemistry
10.1007/s10236-020-01363-7,repository,True,"On the use of long-term observation of water level and temperature along the shore for a better understanding of the dynamics: example of Toulon area, France",2020-05-18,2020.0,journal-article,False,"1616-7341,1616-7228",Ocean Dynamics,Springer Science and Business Media LLC,HAL,unknown
10.1111/apa.15335,repository,True,Muscle function and architecture in children with juvenile idiopathic arthritis,2020-05-18,2020.0,journal-article,False,"0803-5253,1651-2227",Acta Paediatrica,Wiley,HAL,Medical research
10.1364/oe.393048,publisher;repository,True,Potential for nocturnal satellite detection of suspended matter concentrations in coastal waters using a panchromatic band: a feasibility study based on VIIRS (NASA/NOAA) spectral and radiometric specifications,2020-05-05,2020.0,journal-article,True,1094-4087,Optics Express,The Optical Society,HAL,unknown
10.1088/1361-6528/ab6ab8,repository,True,Raman microscopy and infrared optical properties of SiGe Mie resonators formed on SiO2 via Ge condensation and solid state dewetting,2020-02-20,2020.0,journal-article,False,"0957-4484,1361-6528",Nanotechnology,IOP Publishing,HAL,unknown
10.1007/s00421-020-04386-6,closed,False,"Effects of timing of moderate exercise in the evening on sleep and subsequent dietary intake in lean, young, healthy adults: randomized crossover study",2020-05-05,2020.0,journal-article,False,"1439-6319,1439-6327",European Journal of Applied Physiology,Springer Science and Business Media LLC,,Biology (fond.)
10.1177/1750481320917575,closed,False,Term circulation and conceptual instability in the mediation of science: Binary framing of the notions of biological versus chemical pesticides,2020-05-04,2020.0,journal-article,False,"1750-4813,1750-4821",Discourse & Communication,SAGE Publications,,Biology (fond.)
10.1016/j.physrep.2020.02.004,repository,True,Effective field theory of dark energy: A review,2020-05-01,2020.0,journal-article,False,0370-1573,Physics Reports,Elsevier BV,arxiv.org,unknown
10.1016/j.dld.2019.12.009,publisher,True,A 2-strain mixture of Lactobacillus acidophilus in the treatment of irritable bowel syndrome: A placebo-controlled randomized clinical trial,2020-05-01,2020.0,journal-article,False,1590-8658,Digestive and Liver Disease,Elsevier BV,,Medical research
10.1016/j.dsr2.2019.104655,repository,True,Seasonal and spatial variability in the vertical distribution of pelagic forage fauna in the Southwest Pacific,2020-05-01,2020.0,journal-article,False,0967-0645,Deep Sea Research Part II: Topical Studies in Oceanography,Elsevier BV,HAL,unknown
10.3390/rs12091445,publisher;repository,True,Influence of the Suspended Particulate Matter on the Satellite Radiance in the Sunglint Observation Geometry in Coastal Waters,2020-05-02,2020.0,journal-article,True,2072-4292,Remote Sensing,MDPI AG,HAL,unknown
10.3390/polym12051142,publisher;repository,True,Recent Applications of Advanced Atomic Force Microscopy in Polymer Science: A Review,2020-05-17,2020.0,journal-article,True,2073-4360,Polymers,MDPI AG,HAL;europepmc.org;www.ncbi.nlm.nih.gov;www.preprints.org,Chemistry
10.1016/j.redox.2020.101436,publisher;repository,True,Circulating biomarkers of antioxidant status and oxidative stress in people with cystic fibrosis: A systematic review and meta-analysis,2020-05-01,2020.0,journal-article,True,2213-2317,Redox Biology,Elsevier BV,europepmc.org;researchportal.port.ac.uk;www.ncbi.nlm.nih.gov,Medical research
10.3390/app10093137,publisher,True,Optimisation of Energy Transfer in Reluctance Coil Guns: Application to Soccer Ball Launchers,2020-04-30,2020.0,journal-article,True,2076-3417,Applied Sciences,MDPI AG,,unknown
10.1016/j.eti.2020.100768,publisher,True,An insight of enhanced natural material (calcined diatomite) efficiency in nickel and silver retention: Application to natural effluents,2020-05-01,2020.0,journal-article,False,2352-1864,Environmental Technology & Innovation,Elsevier BV,,Chemistry
10.1016/j.dsr.2020.103237,repository,True,Micronekton distribution in the southwest Pacific (New Caledonia) inferred from shipboard-ADCP backscatter data,2020-05-01,2020.0,journal-article,False,0967-0637,Deep Sea Research Part I: Oceanographic Research Papers,Elsevier BV,archimer.ifremer.fr,unknown
10.1016/j.cviu.2019.102882,repository,True,Momental directional patterns for dynamic texture recognition,2020-05-01,2020.0,journal-article,False,1077-3142,Computer Vision and Image Understanding,Elsevier BV,HAL,unknown
10.1016/j.biombioe.2020.105531,closed,False,Electricity generation from animal manure,2020-05-01,2020.0,journal-article,False,0961-9534,Biomass and Bioenergy,Elsevier BV,,unknown
10.1016/j.scitotenv.2020.136834,publisher;repository,True,"Intraspecific variability in membrane proteome, cell growth, and morphometry of the invasive marine neurotoxic dinoflagellate Alexandrium pacificum grown in metal-contaminated conditions",2020-05-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,HAL;archimer.ifremer.fr,unknown
10.1364/oe.389565,publisher;repository,True,Topography-induced variations of localized surface plasmon resonance in tip-enhanced Raman configuration,2020-04-24,2020.0,journal-article,True,1094-4087,Optics Express,The Optical Society,HAL,unknown
10.1007/s11356-020-08842-w,repository,True,Characterization of the fate and changes of post-irradiance fluorescence signal of filtered anthropogenic effluent dissolved organic matter from wastewater treatment plant in the coastal zone of Gapeau river,2020-04-24,2020.0,journal-article,False,"0944-1344,1614-7499",Environmental Science and Pollution Research,Springer Science and Business Media LLC,HAL,Biology (fond.)
10.1007/s11356-020-08704-5,publisher;repository,True,"Correction to: Microplastics in seawater: sampling strategies, laboratory methodologies, and identification techniques applied to port environment",2020-04-20,2020.0,journal-article,False,"0944-1344,1614-7499",Environmental Science and Pollution Research,Springer Science and Business Media LLC,www.ncbi.nlm.nih.gov;www.openaccessrepository.it,Biology (fond.)
10.3389/fmars.2020.00218,publisher;repository,True,Impacts of Marine and Lagoon Aquaculture on Macrophytes in Mediterranean Benthic Ecosystems,2020-04-17,2020.0,journal-article,True,2296-7745,Frontiers in Marine Science,Frontiers Media SA,HAL,Biology (fond.)
10.1016/j.jnoncrysol.2020.119942,repository,True,Thermodynamic analysis of the classical lattice-hole model of liquids,2020-04-01,2020.0,journal-article,False,0022-3093,Journal of Non-Crystalline Solids,Elsevier BV,HAL,unknown
10.1016/j.ceramint.2019.12.026,closed,False,Structural and electrical properties of cerium tungstate: Application to methane conversion,2020-04-01,2020.0,journal-article,False,0272-8842,Ceramics International,Elsevier BV,,unknown
10.1016/j.csr.2020.104056,publisher;repository,True,"Phytoplankton distribution from Western to Central English Channel, revealed by automated flow cytometry during the summer-fall transition",2020-04-01,2020.0,journal-article,False,0278-4343,Continental Shelf Research,Elsevier BV,HAL;archimer.ifremer.fr,unknown
10.1039/d0tc00131g,closed,False,First-principles calculations on CuInSe2/AlP heterostructures,2020-01-01,2020.0,journal-article,False,"2050-7526,2050-7534",Journal of Materials Chemistry C,Royal Society of Chemistry (RSC),,unknown
10.1103/physrevapplied.13.044035,repository,True,Optimized Operation of Quantum-Dot Intermediate-Band Solar Cells Deduced from Electronic Transport Modeling,2020-04-13,2020.0,journal-article,False,2331-7019,Physical Review Applied,American Physical Society (APS),HAL,unknown
10.3389/fmars.2020.00210,publisher;repository,True,Best Practices on High Frequency Radar Deployment and Operation for Ocean Current Measurement,2020-04-09,2020.0,journal-article,True,2296-7745,Frontiers in Marine Science,Frontiers Media SA,HAL,Biology (fond.)
10.5194/bg-17-1897-2020,publisher;repository,True,From canals to the coast: dissolved organic matter and trace metal composition in rivers draining degraded tropical peatlands in Indonesia,2020-04-08,2020.0,journal-article,True,1726-4189,Biogeosciences,Copernicus GmbH,HAL;dspace.mit.edu;hdl.handle.net;pure.mpg.de,unknown
10.1212/wnl.0000000000009013,closed,False,Fat fraction distribution in lower limb muscles of patients with CMT1A,2020-01-24,2020.0,journal-article,False,"0028-3878,1526-632X",Neurology,Ovid Technologies (Wolters Kluwer Health),,Medical research
10.1007/s11249-020-01291-z,repository,True,Thermal-Controlled Frictional Behaviour of Nanopatterned Self-assembled Monolayers as Triboactive Surfaces,2020-04-07,2020.0,journal-article,False,"1023-8883,1573-2711",Tribology Letters,Springer Science and Business Media LLC,HAL,Engineering
10.1002/csr.1944,closed,False,Sustainable development drivers of companies: An international and multilevel analysis,2020-04-06,2020.0,journal-article,False,"1535-3958,1535-3966",Corporate Social Responsibility and Environmental Management,Wiley,,Social sciences
10.2989/1814232x.2020.1774805,closed,False,Latitudinal changes in siphonophore assemblages across the Atlantic sector of the Southern Ocean,2020-04-02,2020.0,journal-article,False,"1814-232X,1814-2338",African Journal of Marine Science,National Inquiry Services Center (NISC),,Biology (fond.)
10.2989/1814232x.2020.1774804,closed,False,Beta diversity of pelagic assemblages at fish aggregating devices in the open ocean,2020-04-02,2020.0,journal-article,False,"1814-232X,1814-2338",African Journal of Marine Science,National Inquiry Services Center (NISC),,Biology (fond.)
10.1109/tns.2019.2945623,closed,False,Role of Chemical Substitution in the Photoluminescence Properties of Cerium Samarium Tungstates Ce(2–x)Smₓ(WO₄)₃ (0 ≤ x ≤ 0.3),2020-04-01,2020.0,journal-article,False,"0018-9499,1558-1578",IEEE Transactions on Nuclear Science,Institute of Electrical and Electronics Engineers (IEEE),,Engineering
10.1039/c9na00796b,publisher;repository,True,Giant ultrafast optical nonlinearities of annealed Sb2Te3 layers,2020-01-01,2020.0,journal-article,True,2516-0230,Nanoscale Advances,Royal Society of Chemistry (RSC),HAL,unknown
10.1002/lom3.10353,publisher;repository,True,A critical review of the 15 N 2 tracer method to measure diazotrophic production in pelagic ecosystems,2020-03-12,2020.0,journal-article,False,"1541-5856,1541-5856",Limnology and Oceanography: Methods,Wiley,digitalcommons.odu.edu;pure.mpg.de,unknown
10.2983/035.039.0114,repository,True,Differential Acclimation of Juvenile Sea Urchins Transplanted Across a Metallic Trace Element Gradient within the Bay of Toulon (France),2020-04-14,2020.0,journal-article,False,0730-8000,Journal of Shellfish Research,National Shellfisheries Association,HAL,Biology (fond.)
10.5252/cryptogamie-algologie2020v41a5,repository,True,"Sighting of Saccorhiza polyschides (Lightfoot) Batters (Phaeophyceae, Stramenopiles) in Algeria (Mediterranean Sea): an Insight into Range Expansion Routes",2020-04-01,2020.0,journal-article,False,0181-1568,"Cryptogamie, Algologie","Museum National d'Histoire Naturelle, Paris, France",HAL,Biology (fond.)
10.1016/j.marpolbul.2020.111023,repository,True,Behaviour of plastic litter in nearshore waters: First insights from wind and wave laboratory experiments,2020-04-01,2020.0,journal-article,False,0025-326X,Marine Pollution Bulletin,Elsevier BV,HAL,Biology (fond.)
10.1016/j.apsusc.2019.145210,publisher;repository,True,Growth and organization of (3-Trimethoxysilylpropyl) diethylenetriamine within reactive amino-terminated self-assembled monolayer on silica,2020-04-01,2020.0,journal-article,False,0169-4332,Applied Surface Science,Elsevier BV,HAL;arxiv.org,unknown
10.1016/j.porgcoat.2019.105532,closed,False,Relation between the corrosion resistance and the chemical structure of hybrid sol-gel coatings with interlinked inorganic-organic network,2020-04-01,2020.0,journal-article,False,0300-9440,Progress in Organic Coatings,Elsevier BV,,Chemistry
10.1016/j.actamat.2020.01.038,publisher,True,Origins of strengthening and failure in twinned Au nanowires: Insights from in−situ experiments and atomistic simulations,2020-04-01,2020.0,journal-article,False,1359-6454,Acta Materialia,Elsevier BV,,Engineering
10.1007/s10992-019-09539-3,repository,True,Intuitionistic Non-normal Modal Logics: A General Framework,2020-03-28,2020.0,journal-article,False,"0022-3611,1573-0433",Journal of Philosophical Logic,Springer Science and Business Media LLC,HAL;arxiv.org,Mathematics
10.3389/fmicb.2020.00494,publisher;repository,True,A Multi-Omics Analysis Suggests Links Between the Differentiated Surface Metabolome and Epiphytic Microbiota Along the Thallus of a Mediterranean Seaweed Holobiont,2020-03-25,2020.0,journal-article,True,1664-302X,Frontiers in Microbiology,Frontiers Media SA,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1016/j.oceaneng.2020.107018,closed,False,Catenary-based visual servoing for tether shape control between underwater vehicles,2020-03-01,2020.0,journal-article,False,0029-8018,Ocean Engineering,Elsevier BV,,unknown
10.1016/j.scitotenv.2019.135000,closed,False,Humic extracts of hydrochar and Amazonian Dark Earth: Molecular characteristics and effects on maize seed germination,2020-03-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,,unknown
10.1108/ijrdm-09-2019-0291,closed,False,Digimums' online grocery shopping: the end of children's influence?,2020-03-18,2020.0,journal-article,False,0959-0552,International Journal of Retail & Distribution Management,Emerald,,Biology (fond.)
10.1186/s12859-020-3353-9,publisher;repository,True,Sarcopenia negatively affects hip structure analysis variables in a group of Lebanese postmenopausal women,2020-03-01,2020.0,journal-article,True,1471-2105,BMC Bioinformatics,Springer Science and Business Media LLC,europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.1016/j.scitotenv.2019.135949,publisher;repository,True,Have decades of abiotic studies in sediments been misinterpreted?,2020-03-01,2020.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,HAL,unknown
10.1007/s00168-020-00984-6,closed,False,From dusk till dawn: the residential mobility and location preferences of immigrants in France,2020-03-06,2020.0,journal-article,False,"0570-1864,1432-0592",The Annals of Regional Science,Springer Science and Business Media LLC,,unknown
10.1088/1361-6382/ab6998,repository,True,On the Lévy-Leblond–Newton equation and its symmetries: a geometric view,2020-02-10,2020.0,journal-article,False,"0264-9381,1361-6382",Classical and Quantum Gravity,IOP Publishing,arxiv.org,unknown
10.1007/s11356-020-08152-1,closed,False,When male seahorses take the female contraceptive pill ...,2020-03-03,2020.0,journal-article,False,"0944-1344,1614-7499",Environmental Science and Pollution Research,Springer Science and Business Media LLC,,Biology (fond.)
10.37358/mp.20.1.5317,publisher,True,The Effect of Monomers on the Recognition Properties of Molecularly Imprinted Beads for Proto-hypericin and Proto-pseudohypericin,2020-04-17,2020.0,journal-article,False,"0025-5289,2668-8220",Materiale Plastice,Revista de Chimie SRL,,Medical research
10.1016/j.ejsobi.2020.103166,closed,False,Investigating some mechanisms underlying stress metal adaptations of two Burkholderia sensu lato species isolated from New Caledonian ultramafic soils,2020-03-01,2020.0,journal-article,False,1164-5563,European Journal of Soil Biology,Elsevier BV,,Biology (fond.)
10.3390/app10051732,publisher;repository,True,Distributed Adaptive Neural Network Control Applied to a Formation Tracking of a Group of Low-Cost Underwater Drones in Hazardous Environments,2020-03-03,2020.0,journal-article,True,2076-3417,Applied Sciences,MDPI AG,HAL,unknown
10.3390/atmos11030259,publisher;repository,True,WRF Sensitivity Analysis in Wind and Temperature Fields Simulation for the Northern Sahara and the Mediterranean Basin,2020-03-05,2020.0,journal-article,True,2073-4433,Atmosphere,MDPI AG,HAL;www.openaccessrepository.it,unknown
10.3390/educsci10030068,publisher;repository,True,Combining Surveys and Sensors to Explore Student Behaviour,2020-03-10,2020.0,journal-article,True,2227-7102,Education Sciences,MDPI AG,HAL;arxiv.org;helda.helsinki.fi,Social sciences
10.1016/j.porgcoat.2019.105513,closed,False,Characterization and evaluation of primer formulations for bonding silicone rubber to metal,2020-03-01,2020.0,journal-article,False,0300-9440,Progress in Organic Coatings,Elsevier BV,,Chemistry
10.1016/j.pocean.2020.102268,closed,False,Predicting marine litter accumulation patterns in the Mediterranean basin: Spatio-temporal variability and comparison with empirical data,2020-03-01,2020.0,journal-article,False,0079-6611,Progress in Oceanography,Elsevier BV,,unknown
